gene,cluster,p_val,avg_logFC,pct.1,pct.2,p_val_adj
Col5a2,glia,1.39E-25,0.672998508,0.29,0.048,3.00E-21
Lama4,glia,4.70E-100,0.67039777,0.32,0.012,1.01E-95
Mid1ip1,glia,6.56E-11,0.669927215,0.42,0.19,1.41E-06
Neat1,glia,6.65E-11,0.668232667,0.39,0.165,1.43E-06
Rap2a,glia,3.38E-38,0.665586394,0.27,0.029,7.27E-34
Scand1,glia,4.86E-11,0.665383425,0.71,0.533,1.04E-06
Hspa12a,glia,2.18E-95,0.658395551,0.27,0.008,4.69E-91
Cux1,glia,4.15E-14,0.654046416,0.58,0.298,8.92E-10
Celf2,glia,4.13E-11,0.65396514,0.57,0.343,8.87E-07
Ak3,glia,5.63E-11,0.646576495,0.32,0.119,1.21E-06
Ppia,glia,1.67E-24,0.636214158,1,0.968,3.59E-20
1110065P20Rik,glia,1.16E-12,0.635287726,0.55,0.268,2.49E-08
Ddah1,glia,6.94E-22,0.634909267,0.27,0.051,1.49E-17
Fscn1,glia,2.57E-13,0.631665089,0.42,0.159,5.52E-09
Psat1,glia,7.78E-19,0.625852119,0.27,0.057,1.67E-14
Shc4,glia,1.63E-18,0.623487499,0.33,0.085,3.51E-14
Etfb,glia,2.47E-14,0.62180904,0.74,0.505,5.32E-10
Yif1b,glia,1.17E-11,0.62109062,0.43,0.193,2.52E-07
Asrgl1,glia,1.41E-11,0.620963002,0.33,0.12,3.04E-07
Inf2,glia,3.96E-58,0.616574582,0.26,0.016,8.52E-54
Gtf2h1,glia,2.33E-16,0.612740927,0.39,0.127,5.02E-12
